"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"McLean","28","06","01","Turtle Lake Legion (Vote Center)","23 2nd Ave East","Turtle Lake","ND","58575"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","06","01","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","06","02","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","06","02","Turtle Lake Legion (Vote Center)","23 2nd Ave East","Turtle Lake","ND","58575"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","06","02","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Turtle Lake Legion (Vote Center)","23 2nd Ave East","Turtle Lake","ND","58575"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","08","01","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","33","01","Garrison City Auditorium (Vote Center)","15 Main St South","Garrison","ND","58540"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","33","01","Turtle Lake Legion (Vote Center)","23 2nd Ave East","Turtle Lake","ND","58575"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"McLean","28","33","01","Washburn Memorial Building (Vote Center)","805 Main Avenue","Washburn","ND","58577"," 7:00AM-7:00PM","(701) 462-8541 Ext. 825"
"Mercer","29","04","01","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","01","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","03","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","13","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","14","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","16","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","20","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","21","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","22","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","23","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","24","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","81","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","82","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Mercer","29","33","83","Hazen City Hall (Vote Center)","146 Main Street E","Hazen","ND","58554"," 8:00AM-7:00PM","(701) 745-3292 Ext. "
"Morton","30","31","05","First Lutheran Church","408 9th St NW","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","17","Engage Church ","4209 Old Red Trail","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","18","Midway Lanes","3327 Memorial Hwy","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","20","Flasher Community Credit Union","105 Main St N","Flasher","ND","58535"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","23","St. Anthony Hall","2332 Co Rd 136","Saint Anthony","ND","58566"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","31","24","Mandan Airport","4490 Hwy 6","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","33","32","Engage Church ","4209 Old Red Trail","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","01","Redeemer Lutheran Church","904 8th Ave SE","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","02","Midway Lanes","3327 Memorial Hwy","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","03","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","04","Eagles Club","1400 Collins Ave","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","06","First Lutheran Church","408 9th St NW","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","34","08","Redeemer Lutheran Church","904 8th Ave SE","Mandan","ND","58554"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","33","New Salem City Auditorium","400 Main Ave ","New Salem","ND","58563"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","34","Almont Fire Hall","510 Dakota Ave","Almont","ND","58520"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","36","Glen Ullin Municipal Building","119 Main St S","Glen Ullin","ND","58631"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Morton","30","36","38","Hebron Community Center","600 Washington Ave","Hebron","ND","58638"," 7:00AM-7:00PM","(701) 667-3300 Ext. "
"Mountrail","31","02","01","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","01","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","01","Palermo City Hall","249 Broadway St","Palermo","ND","58769"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","01","Parshall American Legion Building","16 Main St N","Parshall","ND","58770"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","01","Plaza R&B Complex","4161 64th Ave NW","Plaza","ND","58771"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","01","Ross Community Building","300 Main St","Ross","ND","58776"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","01","White Earth City Hall","23 Hill St","White Earth","ND","58794"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","Palermo City Hall","249 Broadway St","Palermo","ND","58769"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","Parshall American Legion Building","16 Main St N","Parshall","ND","58770"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","Plaza R&B Complex","4161 64th Ave NW","Plaza","ND","58771"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","Ross Community Building","300 Main St","Ross","ND","58776"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","02","06","White Earth City Hall","23 Hill St","White Earth","ND","58794"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","Palermo City Hall","249 Broadway St","Palermo","ND","58769"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","Parshall American Legion Building","16 Main St N","Parshall","ND","58770"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","Plaza R&B Complex","4161 64th Ave NW","Plaza","ND","58771"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","Ross Community Building","300 Main St","Ross","ND","58776"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","02","White Earth City Hall","23 Hill St","White Earth","ND","58794"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","Palermo City Hall","249 Broadway St","Palermo","ND","58769"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","Parshall American Legion Building","16 Main St N","Parshall","ND","58770"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","Plaza R&B Complex","4161 64th Ave NW","Plaza","ND","58771"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","Ross Community Building","300 Main St","Ross","ND","58776"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","03","White Earth City Hall","23 Hill St","White Earth","ND","58794"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","Palermo City Hall","249 Broadway St","Palermo","ND","58769"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","Parshall American Legion Building","16 Main St N","Parshall","ND","58770"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","Plaza R&B Complex","4161 64th Ave NW","Plaza","ND","58771"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","Ross Community Building","300 Main St","Ross","ND","58776"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","04","White Earth City Hall","23 Hill St","White Earth","ND","58794"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","Mountrail County South Complex","8103 61st St NW","Stanley","ND","58784"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","New Town Civic Center Auditorium","103 Soo Place","New Town","ND","58763"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","Palermo City Hall","249 Broadway St","Palermo","ND","58769"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","Parshall American Legion Building","16 Main St N","Parshall","ND","58770"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","Plaza R&B Complex","4161 64th Ave NW","Plaza","ND","58771"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","Ross Community Building","300 Main St","Ross","ND","58776"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Mountrail","31","04","05","White Earth City Hall","23 Hill St","White Earth","ND","58794"," 8:00AM-7:00PM","(701) 628-2145 Ext. "
"Nelson","32","09","01","Nelson County Courthouse","210 B Ave W","Lakota","ND","58344"," 7:00AM-7:00PM","(701) 247-2463 Ext. "
"Nelson","32","29","01","Nelson County Courthouse","210 B Ave W","Lakota","ND","58344"," 7:00AM-7:00PM","(701) 247-2463 Ext. "
"Oliver","33","33","01","Oliver County Courthouse","115 West Main","Center","ND","58530"," 8:00AM-7:00PM","(701) 794-8721 Ext. "
"Pembina","34","19","01","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 8:00AM-7:00PM","(701) 265-4231 Ext. "
"Pembina","34","19","02","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 8:00AM-7:00PM","(701) 265-4231 Ext. "
"Pembina","34","19","03","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 8:00AM-7:00PM","(701) 265-4231 Ext. "
"Pembina","34","19","04","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 8:00AM-7:00PM","(701) 265-4231 Ext. "
"Pembina","34","19","05","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 8:00AM-7:00PM","(701) 265-4231 Ext. "
"Pembina","34","19","06","Pembina County Courthouse","301 Dakota St W","Cavalier","ND","58220"," 8:00AM-7:00PM","(701) 265-4231 Ext. "
"Pierce","35","09","09","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","01","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","02","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","03","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","04","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","05","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","06","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","07","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Pierce","35","14","08","Pierce County Courthouse","240 2nd St SE, Suite 6","Rugby","ND","58368"," 7:30AM-7:00PM","(701) 776-5225 Ext. 2000"
"Ramsey","36","09","05","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ramsey","36","15","01","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ramsey","36","15","02","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ramsey","36","15","03","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ramsey","36","15","04","Memorial Building ","524 4th Ave NE","Devils Lake","ND","58301"," 8:00AM-7:00PM","(701) 662-7025 Ext. "
"Ransom","37","24","01","City Auditors Office - Enderlin","411 Railway St, ","Enderlin","ND","58027"," 9:00AM-7:00PM","(701) 683-6113 Ext. "
"Ransom","37","24","01","EXPO","612 7th Ave W","Lisbon","ND","58054"," 9:00AM-7:00PM","(701) 683-6113 Ext. "
"Renville","38","06","01","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","02","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","03","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","04","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Renville","38","06","05","Renville County Courthouse","205 Main St E","Mohall","ND","58761"," 8:00AM-7:00PM","(701) 756-6301 Ext. "
"Richland","39","25","37","Abercrombie Community Hall","516 Broadway","Abercrombie","ND","58001"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Fairmount Community Center","113 Main Ave","Fairmount","ND","58030"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Lidgerwood American Legion Hall","23 Wiley Ave. N","Lidgerwood","ND","58053"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Wahpeton Event Center","995 21st Ave N","Wahpeton","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","37","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","38","Abercrombie Community Hall","516 Broadway","Abercrombie","ND","58001"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","38","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","38","Fairmount Community Center","113 Main Ave","Fairmount","ND","58030"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","38","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","38","Lidgerwood American Legion Hall","23 Wiley Ave. N","Lidgerwood","ND","58053"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","38","Wahpeton Event Center","995 21st Ave N","Wahpeton","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","38","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Abercrombie Community Hall","516 Broadway","Abercrombie","ND","58001"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Fairmount Community Center","113 Main Ave","Fairmount","ND","58030"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Lidgerwood American Legion Hall","23 Wiley Ave. N","Lidgerwood","ND","58053"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Wahpeton Event Center","995 21st Ave N","Wahpeton","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","39","Wyndmere Fire Hall","306 Cedar Ave","Wyndmere","ND","58081"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Abercrombie Community Hall","516 Broadway","Abercrombie","ND","58001"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Colfax Community Center","209 Broadway St S","Colfax","ND","58018"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Fairmount Community Center","113 Main Ave","Fairmount","ND","58030"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Hankinson Community Center","112 Main Ave S","Hankinson","ND","58041"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
"Richland","39","25","41","Lidgerwood American Legion Hall","23 Wiley Ave. N","Lidgerwood","ND","58053"," 7:00AM-7:00PM","(701) 642-7700 Ext. "
